FNFNUM,TAXON,TAXAUTHOR,GENUS,SPECIES,SUBSPECIES,VARIETY,FORMA,CULTIVAR,SPAUT,SPSAUT,SPVAUT,SPFAUT,CULTAUT,FAMILY,SPCMT,PLCO,TAXNO,VALIDTAXNO,GRINVERIFY,USEAGE,USERID,CREATED,MODIFIED
"638","Monarda punctata","L.","Monarda","punctata","","","","","L.","","","","","Lamiaceae","","","24538","24538","","G","DUKE","10-DEC-97","15-JUL-05"
"639","Monarda russeliana","NUTT. ex SIMS","Monarda","russeliana","","","","","NUTT. ex SIMS","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"640","Montanoa tomentosa","LLAVE & LEX.","Montanoa","tomentosa","","","","","LLAVE & LEX.","","","","","Asteraceae","","","24563","24563","","M","DUKE","10-DEC-97","15-JUL-05"
"1409","Montrichardia arborescens","SCHOTT","Montrichardia","arborescens","","","","","SCHOTT","","","","","Araceae","","","24568","24568","","","DUKE","10-DEC-97","15-JUL-05"
"641","Morinda citrifolia","L.","Morinda","citrifolia","","","","","L.","","","","","Rubiaceae","","","318237","318237","","F","DUKE","10-DEC-97","15-JUL-05"
"642","Morinda sp","","Morinda","sp","","","","","","","","","","Rubiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1435","Moringa oleifera","LAM.","Moringa","oleifera","","","","","LAM.","","","","","Moringaceae","Synonyms: Guilandina moringa, M. moringa, M. pterygosperma","","24597","24597","","M","DUKE","10-DEC-97","15-JUL-05"
"643","Morus alba","L.","Morus","alba","","","","","L.","","","","","Moraceae","","126006001","24607","24607","","F","DUKE","10-DEC-97","15-JUL-05"
"1776","Morus serrata","","Morus","serrata","","","","","","","","","","Moraceae","","","411977","411977","","M","DUKE","10-DEC-97","15-JUL-05"
"1917","Mucuna deeringiana","","Mucuna","deeringiana","","","","","","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1918","Mucuna pruriens subsp. utilis","","Mucuna","pruriens","utilis","","","","(L.) DC.","","","","","Fabaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"644","Mucuna pruriens","(L.) DC.","Mucuna","pruriens","","","","","(L.) DC.","","","","","Fabaceae","","","24652","24652","","F","DUKE","10-DEC-97","15-JUL-05"
"1239","Muntingia calabura","L.","Muntingia","calabura","","","","","L.","","","","","Tiliaceae","","","24697","24697","","","DUKE","10-DEC-97","15-JUL-05"
"1410","Murraya koenigii","(L.) SPRENG.","Murraya","koenigii","","","","","(L.) SPRENG.","","","","","Rutaceae","","","24703","24703","","","DUKE","10-DEC-97","15-JUL-05"
"645","Musa x paradisiaca","L.","Musa","x paradisiaca","","","","","L.","","","","","Musaceae","","","70453","70453","","F","DUKE","10-DEC-97","15-JUL-05"
"646","Murraya sp","","Murraya","sp","","","","","","","","","","Rutaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1240","Myrciaria cauliflora","BERG.","Myrciaria","cauliflora","","","","","BERG.","","","","","Myrtaceae","","","24830","24830","","","DUKE","10-DEC-97","15-JUL-05"
"1241","Myrciaria dubia","(Kunth) MCVAUGH","Myrciaria","dubia","","","","","(Kunth) MCVAUGH","","","","","Myrtaceae","","","401456","401456","","F","DUKE","10-DEC-97","12-DEC-05"
"648","Myrica cerifera","L.","Myrica","cerifera","","","","","L.","","","","","Myricaceae","","115001001","","","","M","DUKE","10-DEC-97","15-JUL-05"
"649","Myristica fragrans","HOUTT.","Myristica","fragrans","","","","","HOUTT.","","","","","Myristicaceae","Synonym: Myristica officinalis L.","209014001","24855","24855","","F","DUKE","10-DEC-97","15-JUL-05"
"650","Myroxylon balsamum","(L.) HARMS","Myroxylon","balsamum","","","","","(L.) HARMS","","","","","Flacourtiaceae","","","24873","24873","","M","DUKE","10-DEC-97","15-JUL-05"
"652","Myrtus communis","L.","Myrtus","communis","","","","","L.","","","","","Myrtaceae","","453006001","24898","24898","","G","DUKE","10-DEC-97","15-JUL-05"
"653","Narcissus tazetta","L.","Narcissus","tazetta","","","","","L.","","","","","Liliaceae","","","25053","25053","","M","DUKE","10-DEC-97","15-JUL-05"
"654","Nardostachys chinensis","BATALIN","Nardostachys","chinensis","","","","","BATALIN","","","","","Valerianaceae","","","417534","417534","","M","DUKE","10-DEC-97","15-JUL-05"
"655","Nardostachys jatamansi","DC.","Nardostachys","jatamansi","","","","","DC.","","","","","Valerianaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"656","Nasturtium officinale","R. BR.","Nasturtium","officinale","","","","","R. BR.","","","","","Brassicaceae","","","25072","25072","","F","DUKE","10-DEC-97","15-JUL-05"
"657","Nelumbo nucifera","L.","Nelumbo","nucifera","","","","","L.","","","","","Nelumbonaceae","","177001001","25110","25110","","F","DUKE","10-DEC-97","15-JUL-05"
"1919","Neonotonia wightii","","Neonotonia","wightii","","","","","","","","","","Fabaceae","","","104937","104937","","M","DUKE","10-DEC-97","15-JUL-05"
"658","Nepeta cataria","L.","Nepeta","cataria","","","","","L.","","","","","Lamiaceae","","538038001","25165","25165","","G","DUKE","10-DEC-97","15-JUL-05"
"2078","Nepeta racemosa","LAM.","Nepeta","racemosa","","","","","LAM.","","","","","Lamiaceae","Nepeta mussinii Spreng.","","419452","419452","","M","DUKE","10-DEC-97","15-JUL-05"
"659","Nerium oleander","L.","Nerium","oleander","","","","","L.","","","","","Apocynaceae","","513139001","25229","25229","","M","DUKE","10-DEC-97","15-JUL-05"
"1613","Neuracanthus sphaerostachys","","Neuracanthus","sphaerostachys","","","","","","","","","","Acanthaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"660","Neurolaena lobata","L.","Neurolaena","lobata","","","","","L.","","","","","Asteraceae","","580647001","413753","413753","","M","DUKE","10-DEC-97","15-JUL-05"
"1777","Newcastelia viscida","","Newcastelia","viscida","","","","","","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"661","Nicotiana glauca","R. GRAH.","Nicotiana","glauca","","","","","R. GRAH.","","","","","Solanaceae","","","25270","25270","","M","DUKE","10-DEC-97","15-JUL-05"
"662","Nicotiana rustica","L.","Nicotiana","rustica","","","","","L.","","","","","Solanaceae","","540058002","300393","300393","","M","DUKE","10-DEC-97","15-JUL-05"
"663","Nicotiana tabacum","L.","Nicotiana","tabacum","","","","","L.","","","","","Solanaceae","","","25309","25309","","M","DUKE","10-DEC-97","15-JUL-05"
"664","Nigella sativa","L.","Nigella","sativa","","","","","L.","","","","","Ranunculaceae","","189010001","25337","25337","","M","DUKE","10-DEC-97","15-JUL-05"
"665","Notopterygium incisum","TING.","Notopterygium","incisum","","","","","TING.","","","","","Apiaceae","","","402646","402646","","M","DUKE","10-DEC-97","15-JUL-05"
"1196","Nuytsia floribunda","R.BR.","Nuytsia","floribunda","","","","","R.BR.","","","","","Loranthaceae","","","25421","25421","","M","DUKE","10-DEC-97","15-JUL-05"
"1778","Nymphoides peltatum","","Nymphoides","peltatum","","","","","","","","","","Menyanthaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"666","Nyssa sylvatica","MARSHALL","Nyssa","sylvatica","","","","","MARSHALL","","","","","Cornaceae","","","25455","25455","","M","DUKE","10-DEC-97","15-JUL-05"
"1779","Ocimum americanum","","Ocimum","americanum","","","","","","","","","","Lamiaceae","","","402305","402305","","M","DUKE","10-DEC-97","15-JUL-05"
"667","Ocimum basilicum","L.","Ocimum","basilicum","","","","","L.","","","","","Lamiaceae","Synonyms:O.basilicum var. glabratum, O. basilicum var. majus","538157001","25478","25478","","F","DUKE","10-DEC-97","15-JUL-05"
"2019","Ocimum canum","SIMS","Ocimum","canum","","","","","SIMS","","","","","Lamiaceae","Ocimum americanum L.","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"1287","Ocimum gratissimum","L.","Ocimum","gratissimum","","","","","L.","","","","","Lamiaceae","","","25483","25483","","G","DUKE","10-DEC-97","15-JUL-05"
"2020","Ocimum kilimandscharicum","GUERKE","Ocimum","kilimandscharicum","","","","","GUERKE","","","","","Lamiaceae","","","25484","25484","","M","DUKE","10-DEC-97","15-JUL-05"
"2021","Ocimum sanctum","L.","Ocimum","sanctum","","","","","L.","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2022","Ocimum sp","","Ocimum","sp","","","","","","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2023","Ocimum suave","WILLD.","Ocimum","suave","","","","","WILLD.","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2024","Ocimum tenuiflorum","L.","Ocimum","tenuiflorum","","","","","L.","","","","","Lamiaceae","","","25491","25491","","M","DUKE","10-DEC-97","15-JUL-05"
"668","Ocotea glaziovii","L.","Ocotea","glaziovii","","","","","L.","","","","","Lauraceae","","","403068","403068","","M","DUKE","10-DEC-97","15-JUL-05"
"669","Oenanthe aquatica","(L.) POIR.","Oenanthe","aquatica","","","","","(L.) POIR.","","","","","Apiaceae","","","406719","406719","","G","DUKE","10-DEC-97","15-JUL-05"
"670","Oenanthe crocata","L.","Oenanthe","crocata","","","","","L.","","","","","Apiaceae","","","406697","406697","","M","DUKE","10-DEC-97","15-JUL-05"
"671","Oenanthe javanica","(BLUME) DC.","Oenanthe","javanica","","","","","(BLUME) DC.","","","","","Apiaceae","","464154001","102119","102119","","M","DUKE","10-DEC-97","15-JUL-05"
"672","Oenothera biennis","L.","Oenothera","biennis","","","","","L.","","","","","Onagraceae","","456014002","25521","25521","","F","DUKE","10-DEC-97","15-JUL-05"
"673","Olea europaea subsp. europaea","","Olea","europaea","europaea","","","","L.","","","","","Oleaceae","","501016001","400800","400800","","F","DUKE","10-DEC-97","15-JUL-05"
"674","Ophiopogon japonicus","KER-GAWL.","Ophiopogon","japonicus","","","","","KER-GAWL.","","","","","Liliaceae","","73199001","25788","25788","","M","DUKE","10-DEC-97","15-JUL-05"
"675","Opopanax chironium","(L.) KOCH","Opopanax","chironium","","","","","(L.) KOCH","","","","","Apiaceae","","","25814","25814","","M","DUKE","10-DEC-97","15-JUL-05"
"676","Opuntia ficus-indica","(L.) MILL.","Opuntia","ficus-indica","","","","","(L.) MILL.","","","","","Cactaceae","","","25840","25840","","F","DUKE","10-DEC-97","15-JUL-05"
"1614","Origanum compactum","","Origanum","compactum","","","","","","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"677","Origanum creticum","L.","Origanum","creticum","","","","","L.","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"678","Origanum majorana","L.","Origanum","majorana","","","","","L.","","","","","Lamiaceae","","","25912","25912","","F","DUKE","10-DEC-97","15-JUL-05"
"2025","Origanum minutiflorum","O. SCHWARZ & P.H. DAVIS","Origanum","minutiflorum","","","","","O. SCHWARZ & P.H. DAVIS","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"679","Origanum onites","L.","Origanum","onites","","","","","L.","","","","","Lamiaceae","","","405610","405610","","F","DUKE","10-DEC-97","15-JUL-05"
"2079","Origanum sipyleum","L.","Origanum","sipyleum","","","","","L.","","","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2080","Origanum syriacum","L.","Origanum","syriacum","","","","","L.","","","","","Lamiaceae","Majorana syriaca (L.) Rafin., Origanum maru L.","","448310","448310","","M","DUKE","10-DEC-97","15-JUL-05"
"2082","Origanum vulgare subsp. hirtum","(LINK) IETSWAART","Origanum","vulgare","hirtum","","","","","(LINK) IETSWAART","","","","Lamiaceae","","","430877","430877","","M","DUKE","10-DEC-97","15-JUL-05"
"2083","Origanum vulgare var. hirtum","(LINK) IETSWAART","Origanum","vulgare","","hirtum","","","L.","","(LINK) IETSWAART","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2084","Origanum vulgare var. viride","(BOISS.) HAYEK","Origanum","vulgare","","viride","","","L.","","(BOISS.) HAYEK","","","Lamiaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"2085","Origanum vulgare","L.","Origanum","vulgare","","","","","L.","","","","","Lamiaceae","","","25913","25913","","M","DUKE","10-DEC-97","15-JUL-05"
"1920","Ormosia excelsa","","Ormosia","excelsa","","","","","","","","","","Fabaceae","","","436733","436733","","M","DUKE","10-DEC-97","15-JUL-05"
"681","Ornithogalum umbellatum","L.","Ornithogalum","umbellatum","","","","","L.","","","","","Liliaceae","","","26015","26015","","M","DUKE","10-DEC-97","15-JUL-05"
"1615","Orthosphenia mexicana","","Orthosphenia","mexicana","","","","","","","","","","Celastraceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"682","Oryza sativa","L.","Oryza","sativa","","","","","L.","","","","","Poaceae","","38093002","26077","26077","","F","DUKE","10-DEC-97","15-JUL-05"
"683","Oxalis tuberosa","MOLINA","Oxalis","tuberosa","","","","","MOLINA","","","","","Oxalidaceae","","289002001","26219","26219","","F","DUKE","10-DEC-97","15-JUL-05"
"684","Pachira aquatica","AUBL.","Pachira","aquatica","","","","","AUBL.","","","","","Bombacaceae","","377025002","26272","26272","","F","DUKE","10-DEC-97","15-JUL-05"
"685","Pachira macrocarpa","WALP.","Pachira","macrocarpa","","","","","WALP.","","","","","Bombacaceae","","377025001","","","","F","DUKE","10-DEC-97","15-JUL-05"
"686","Pachyrhizus erosus","RICH. ex DC.","Pachyrhizus","erosus","","","","","RICH. ex DC.","","","","","Fabaceae","","","26286","26286","","F","DUKE","10-DEC-97","15-JUL-05"
"1780","Paeonia japonica","","Paeonia","japonica","","","","","","","","","","Paeoniaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"687","Paeonia lactiflora","PALL.","Paeonia","lactiflora","","","","","PALL.","","","","","Paeoniaceae","","","105031","105031","","M","DUKE","10-DEC-97","15-JUL-05"
"688","Paeonia moutan","","Paeonia","moutan","","","","","","","","","","Paeoniaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"689","Paeonia officinalis","L.","Paeonia","officinalis","","","","","L.","","","","","Paeoniaceae","","","26329","26329","","M","DUKE","10-DEC-97","15-JUL-05"
"690","Paeonia suffruticosa","ANDREWS","Paeonia","suffruticosa","","","","","ANDREWS","","","","","Paeoniaceae","Synonyms: Paeonia arborea Donn, Paeonia moutan Sims","","26332","26332","","M","DUKE","10-DEC-97","15-JUL-05"
"1781","Palaquium grande","","Palaquium","grande","","","","","","","","","","Sapotaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"691","Panax ginseng","C. A. MEYER","Panax","ginseng","","","","","C. A. MEYER","","","","","Araliaceae","","","26379","26379","","G","DUKE","10-DEC-97","15-JUL-05"
"692","Panax japonicus","C.A.MEYER","Panax","japonicus","","","","","C.A.MEYER","","","","","Araliaceae","","","102778","102778","","M","DUKE","10-DEC-97","15-JUL-05"
"693","Panax notoginseng","(BURKILL) HOO & TSENG","Panax","notoginseng","","","","","(BURKILL) HOO & TSENG","","","","","Araliaceae","","","402651","402651","","M","DUKE","10-DEC-97","15-JUL-05"
"1616","Panax pseudoginseng","","Panax","pseudoginseng","","","","","","","","","","Araliaceae","","","26380","26380","","M","DUKE","10-DEC-97","15-JUL-05"
"694","Panax quinquefolius","L.","Panax","quinquefolius","","","","","L.","","","","","Araliaceae","","","26381","26381","","F","DUKE","10-DEC-97","15-JUL-05"
"695","Pancratium maritimum","L.","Pancratium","maritimum","","","","","L.","","","","","Liliaceae","","","26392","26392","","M","DUKE","10-DEC-97","15-JUL-05"
"1319","Panicum maximum","JACQ.","Panicum","maximum","","","","","JACQ.","","","","","Poaceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"696","Papaver bracteatum","L.","Papaver","bracteatum","","","","","L.","","","","","Papaveraceae","","224021001","26670","26670","","M","DUKE","10-DEC-97","15-JUL-05"
"697","Papaver somniferum","L.","Papaver","somniferum","","","","","L.","","","","","Papaveraceae","","224021002","406377","406377","","F","DUKE","10-DEC-97","15-JUL-05"
"698","Paris polyphylla","SM.","Paris","polyphylla","","","","","SM.","","","","","Liliaceae","","","26774","26774","","M","DUKE","10-DEC-97","15-JUL-05"
"699","Paris quadrifolia","L.","Paris","quadrifolia","","","","","L.","","","","","Liliaceae","","","410335","410335","","M","DUKE","10-DEC-97","15-JUL-05"
"1320","Parthenium hysterophorus","L.","Parthenium","hysterophorus","","","","","L.","","","","","Asteraceae","","","315278","315278","","","DUKE","10-DEC-97","15-JUL-05"
"1243","Passiflora edulis","SIMS","Passiflora","edulis","","","","","SIMS","","","","","Passifloraceae","","","26962","26962","","","DUKE","10-DEC-97","15-JUL-05"
"1244","Passiflora foetida","L.","Passiflora","foetida","","","","","L.","","","","","Passifloraceae","","","26968","26968","","","DUKE","10-DEC-97","15-JUL-05"
"700","Passiflora incarnata","L.","Passiflora","incarnata","","","","","L.","","","","","Passifloraceae","","424010007","26977","26977","","F","DUKE","10-DEC-97","15-JUL-05"
"1245","Passiflora ligularis","JUSS.","Passiflora","ligularis","","","","","JUSS.","","","","","Passifloraceae","","","26982","26982","","","DUKE","10-DEC-97","15-JUL-05"
"1246","Passiflora mollissima","BAILEY","Passiflora","mollissima","","","","","BAILEY","","","","","Passifloraceae","","","","","","","DUKE","10-DEC-97","15-JUL-05"
"701","Passiflora quadrangularis","L.","Passiflora","quadrangularis","","","","","L.","","","","","Passifloraceae","","","27001","27001","","F","DUKE","10-DEC-97","15-JUL-05"
"1321","Passiflora suberosa","L.","Passiflora","suberosa","","","","","L.","","","","","Passifloraceae","","","27009","27009","","","DUKE","10-DEC-97","15-JUL-05"
"702","Pastinaca sativa","L.","Pastinaca","sativa","","","","","L.","","","","","Apiaceae","","464228001","27018","27018","","F","DUKE","10-DEC-97","15-JUL-05"
"703","Paullinia cupana","KUNTH ex H.B.K.","Paullinia","cupana","","","","","KUNTH ex H.B.K.","","","","","Sapindaceae","","361002001","27031","27031","","F","DUKE","10-DEC-97","15-JUL-05"
"704","Paullinia yoko","SCHULTES & KILLIP","Paullinia","yoko","","","","","SCHULTES & KILLIP","","","","","Sapindaceae","","","","","","M","DUKE","10-DEC-97","15-JUL-05"
"705","Pausinystalia johimbe","(K. SCHUM.) PIERRE","Pausinystalia","johimbe","","","","","(K. SCHUM.) PIERRE","","","","","Rubiaceae","","","402661","402661","","M","DUKE","10-DEC-97","15-JUL-05"
"1322","Pavonia odorata","WILLD.","Pavonia","odorata","","","","","WILLD.","","","","","Malvaceae","","","423490","423490","","","DUKE","10-DEC-97","15-JUL-05"
"1323","Pavonia spinifex","(L.) CAV.","Pavonia","spinifex","","","","","(L.) CAV.","","","","","Malvaceae","","","27060","27060","","","DUKE","10-DEC-97","15-JUL-05"
