chem_id,part_id,cnt,avg,std
16682,24,34,105329.88235294117,141038.67268730915
15244,63,34,105811.20588235294,131278.60163896147
17389,39,34,160.65882352941176,236.996359016022
16909,52,34,646.1470588235294,2295.4667362428127
5388,67,34,1427.9491176470588,5470.028889856157
4121,39,33,1023.8303030303031,1651.294361087845
12644,24,33,5705.123030303031,21197.312348863376
3662,52,33,332.8484848484849,663.5895098999226
14682,39,33,51.24848484848485,76.71927623608792
3495,67,33,30.312121212121212,87.17911022221334
14516,67,32,3388.625,2205.47120461252
4428,67,32,90.31874999999994,401.3319608172735
13066,52,32,76.71562499999999,71.35747643631586
6649,24,32,1031.28125,958.6307694563311
3316,60,32,18854.375,20461.162133646634
5695,52,32,9.259062499999999,10.728082994929418
14097,39,32,19.2784375,22.54346442283425
16292,60,32,74.64687500000001,217.68981801001715
4610,39,32,79.95940625,190.39008453614045
14625,63,32,2368.375,3637.3986476429827
13070,24,32,2.5630000000000006,3.288168743769091
14625,24,32,945.375,776.2277271361801
4210,67,32,102574.375,43184.852736340035
15795,39,32,16180.875,16107.663577374436
12124,24,31,0.017838709677419365,0.02140861565215087
16126,39,31,4.97883870967742,13.014978656363532
20161,24,31,117.43548387096774,348.7401921834085
13070,63,31,4.752322580645162,5.228160377054228
11485,52,31,1202.0967741935483,2079.5070810920975
4563,52,31,134.26774193548388,184.64189121560509
4784,86,31,872.8290322580646,1775.0576432609348
16699,63,31,2534.8387096774195,1767.9346998737512
3538,39,31,76.45225806451613,122.37872413417128
16126,24,31,1.5573548387096776,4.0326419143749135
7742,67,31,53.39032258064516,78.68762395962959
4585,39,31,107.14516129032258,339.5158268330583
4854,52,30,733.4533333333333,1563.8629862690088
5127,39,30,30.173333333333332,46.472643804955
13819,24,30,5555.6,18134.87010081223
13938,24,30,1889.9666666666667,5471.3282268161865
20161,63,30,63.40333333333333,186.38298649703935
8415,67,30,46530.8,52902.41910940052
4613,39,30,211.32000000000002,340.9309914533047
17086,52,30,7.599999999999999,11.764976271402618
4726,63,30,1644.3166666666666,2606.0023231101604
16252,24,30,17274.433333333334,45564.073824072795
8741,67,30,104.74900000000001,449.139551515636
8521,24,30,2.046966666666667,2.4470989829228853
13995,63,30,16.743333333333332,9.547623904523167
1883,67,30,130.23,425.7154653443228
4129,60,30,4.8999999999999995,23.61794444908363
14707,39,30,678.0366666666666,1899.35199396765
17153,60,29,16.486206896551725,9.837708036197744
16292,24,29,187.27241379310342,307.78961903194323
3642,39,29,39.59655172413793,49.876851674268494
8575,24,29,57790.96551724138,61196.90300845622
9111,39,29,614.8275862068965,1301.0085496012518
17987,39,29,155.31034482758622,215.95163945346587
4799,67,29,202.9,232.89295454320225
5388,39,29,1379.3827586206899,4876.572438115268
6009,67,29,89.90344827586206,361.85578903352496
27962,60,29,111275.86206896552,33809.70739169462
6099,39,28,50.285785714285716,168.24433622251325
10201,58,28,358.85714285714283,331.11486076648407
12559,24,28,17447.35714285714,68688.65718443635
15085,67,28,210677.60714285713,111154.68808580593
26237,60,28,398428.5714285714,91566.30250863056
4726,24,28,604.5,761.1039679307946
5137,58,28,6925.642857142857,4593.273087697189
15250,67,28,34118.18214285714,126822.27371383055
15244,24,28,11727.214285714286,13968.876264644154
4783,39,28,1076.6535714285715,2213.498051804968
18227,67,28,97.40714285714286,217.60878384413266
3574,24,28,2544.8571428571427,2208.181519361345
8933,52,28,2616.7321428571427,5819.3471582210495
17985,39,28,113.96785714285716,166.5140986171
16388,58,27,546.1851851851852,868.0679286031768
14922,58,27,12962.037037037036,9006.670768489408
11338,39,27,16513.703703703704,6493.6323044041455
4799,39,27,1694.039259259259,6083.899019159734
12984,39,27,86.27781481481485,288.2621334128131
8933,67,27,812.3888888888889,1594.732418825905
5121,39,27,18.1,15.244403952003237
17782,39,27,12692.888888888889,3566.941654335279
17106,39,27,9789.37037037037,2982.690062841585
6099,52,27,14.614074074074075,30.610923886411825
7012,52,27,79.14814814814815,139.83236092992678
3316,52,27,15853.74074074074,35939.79149096815
3676,24,27,72.86866666666667,64.96740299679638
4129,63,26,0.0736923076923077,0.08607723241849961
10235,39,26,5.730769230769231,11.417118363053627
3713,63,26,218.46538461538464,600.7569116362276
9829,39,26,5376.307692307692,1992.6037231805865
14410,39,26,10276.076923076924,3874.665076573884
16126,52,26,9.57973076923077,22.407579335088474
4850,52,26,742.45,1106.5880378790127
4863,39,26,61.25384615384615,36.70625843482313
4783,4,26,2729.6961538461537,6631.640035146241
3523,39,26,6.596153846153846,14.308428951259971
5666,63,26,360.15384615384613,487.21095512406066
6223,58,26,10.538461538461538,4.465515468830767
16292,39,26,138.91923076923075,336.20996189335517
16791,24,26,94497.88461538461,103652.4354808032
12159,39,26,3086.923076923077,1203.1841064786552
11854,58,26,1643.6538461538462,970.6555652399882
10435,39,26,12064,3881.8071822284014
11884,24,26,14619.076923076924,15359.547288808993
16685,60,26,103882.11538461539,103314.67910981289
3574,63,26,16778.73076923077,50709.68102197638
15727,52,26,28369.23076923077,16448.30524893462
11933,58,26,125.53846153846153,149.8338132653412
9111,67,26,555.6769230769231,2490.281024813139
16918,52,25,83.6,113.29007017386827
18251,58,25,92.16,188.01439944855287
16859,67,25,18.0476,17.395346338604472
17640,39,25,8007.76,3601.6956149014036
5080,24,25,0.21900000000000003,0.3402602533355902
3626,20,25,63648.12,113643.19962419925
4585,67,25,125.48,479.86972148698857
8943,67,25,244.832,465.8310481022062
19655,39,25,20.442,25.511854813008014
4784,74,25,998.9760000000001,2327.8113877683477
3616,67,25,57.25200000000001,55.97365180153962
5379,52,25,6265.2,7227.992816819896
11823,39,25,12867.28,4391.815228535918
16126,63,25,26.634079999999997,100.97277380914916
8460,67,25,178167.76,89893.30211368587
3526,67,25,17.700000000000003,35.89590505893395
17405,67,25,128.84,415.3664098118672
6039,24,25,39809.52,61088.90287056725
8760,39,25,32.62,41.51550071961074
3464,39,25,33.256,37.47361824003655
3521,39,25,96.86,135.96672534116573
21380,39,24,3.6041666666666665,5.367687208865865
3547,52,24,79.79166666666667,102.00611875710638
3547,39,24,275.55833333333334,588.7038049227774
12109,67,24,4832.270833333333,5882.547614234214
17391,39,24,14.6,17.117534869250303
14590,63,24,12431.666666666666,7875.38923200343
4690,67,24,144.0875,228.95023351611442
12659,39,24,52.49375,115.50377727634785
17121,52,24,4654.541666666667,8088.928920543018
13951,39,24,23.583333333333332,46.56333202090342
5137,22,24,5770.541666666667,3614.654466879311
17089,60,24,4.270833333333333,4.917695866855624
4084,39,24,19228.791666666668,14599.489169086151
4798,39,24,7.379166666666667,6.0602515876451495
6376,39,24,47.70041666666666,159.9033153314623
21339,39,24,24.291666666666668,57.45255228350511
5216,67,24,9.858333333333329,30.981633223931595
3501,67,24,21.76,36.74738278662395
15014,39,24,11244.666666666666,6904.208454912762
11021,52,23,3300.8695652173915,1085.440415697815
5217,39,23,11103.04352173913,44608.08460296935
16195,39,23,10753.608695652174,4409.924861226495
3676,39,23,333.2608695652174,294.3141204772332
3713,52,23,380.6521739130435,502.79139149834225
17394,39,23,11.62608695652174,11.067705366488353
9209,39,23,37923.82608695652,18494.588669573346
8521,63,23,2.6,2.4175459170136904
17397,39,23,16.832608695652176,17.056183429909137
11293,24,23,8.291739130434783,16.911501785104694
11293,63,23,2.427608695652174,3.4293553804092363
5683,63,23,1672.3691304347826,1062.4626132794674
17599,39,23,3007.8260869565215,976.1451536828943
6987,67,23,29.071304347826096,93.32113434635254
8423,39,23,11.11304347826087,10.378292745074088
710,52,23,208.2391304347826,466.7227989690504
4550,67,23,230.2608695652174,396.1177051015216
10470,67,23,3000.4826086956523,5622.886855842877
10201,22,23,167.8695652173913,152.2461691808557
11457,20,23,128054.47826086957,173735.569466151
5326,67,23,592232.5217391305,175422.71545262114
9249,39,23,10416.04347826087,3765.3558233413355
8649,63,23,4870.217391304348,6643.574888609829
11469,39,23,934.9530434782608,1444.0681409865938
21174,39,23,8.565217391304348,8.277240072246943
16611,63,23,417.30434782608694,787.0065153469109
13933,39,23,20089.91304347826,51372.96214929054
10292,39,23,136.15217391304347,236.77990306458463
23851,39,23,52,88.17571389979857
10161,63,23,2.9895652173913048,10.73738856530155
7017,39,23,7.834782608695652,7.573616027720822
4415,63,22,7242.5,10679.674261929016
17868,39,22,72.39545454545454,195.1326599504523
5926,67,22,85.36363636363636,153.51385648283156
5407,67,22,951.8181818181819,2064.914055802624
11696,24,22,9.661363636363635,11.573087234636047
12654,39,22,30.455454545454543,46.00387174687017
4674,67,22,176.54545454545453,489.63276844374326
10201,67,22,499.04545454545456,746.6970590097997
3254,39,22,12596.181818181818,4299.38410638255
6649,39,22,2915.8636363636365,1186.4192994604527
12474,24,22,2.4210909090909096,4.9894714596118295
6100,39,22,226.38636363636363,650.7265158654697
14556,24,21,1.485809523809524,6.376640021493985
6044,67,21,26950.633333333324,119865.86594129105
8513,24,21,1.3533333333333335,1.0119163024551998
15755,24,21,19.02857142857143,13.280818350328483
8741,39,21,43.438095238095244,88.95686743044939
5080,63,21,0.6824285714285714,1.955736265485726
11511,39,21,8180.333333333333,5916.797262140207
17121,39,21,771.8714285714285,1837.617422005969
4706,20,21,32893.80952380953,45036.2108780194
14682,67,21,586.1428571428571,926.0981787773335
4854,39,21,749.5861904761905,1827.5716708517268
16292,52,21,90.58095238095235,165.8571864703332
5196,63,21,301.1904761904762,484.1116182833419
11247,63,20,57129,111507.96028221483
4566,52,20,648.75,784.509329135097
4231,39,20,27031.9,15842.337396672247
13660,39,20,4717,6975.7777630885
5217,52,20,1286.9,1967.8839371263743
14098,20,20,76719.15,121124.17263505868
16699,52,20,3858.65,2351.696329779846
10235,67,20,31.16500000000001,65.19010105069633
4204,22,20,2711.55,3248.170846414948
15014,60,20,1950.6200000000001,1498.9081371451687
6045,67,20,2355.284999999999,10242.21564786033
5379,39,20,366.95500000000004,615.2862573428729
12107,67,20,427.25,661.4077316602823
4863,60,20,24.05,27.046839001998
3316,63,20,15738,19277.422960551547
6047,67,20,61.20499999999995,261.2716373336379
18015,63,20,4.825,2.439646490785089
16682,63,20,49057.65,70294.6083631419
12124,63,20,0.11965,0.15864875511645213
8415,22,20,57719.5,63424.806284686434
16545,39,19,954.3684210526316,1534.705362105852
17153,39,19,15.61578947368421,8.346714648852139
16684,24,19,188152.63157894736,147600.94982015406
4863,73,19,31.42105263157895,14.046223652354636
4210,73,19,66111.05263157895,23863.292421787828
5986,52,19,152.52631578947367,302.07255462032236
3616,39,19,9.047368421052632,10.905207274800931
5137,73,19,18745,9222.82023883664
17153,52,19,20.857894736842105,14.72889447344818
16388,22,19,1054.157894736842,1700.6971716934481
3619,52,19,167.81052631578947,143.48428813576857
14922,22,19,19270.263157894737,9748.479837455388
4204,67,19,7664.4473684210525,20651.096321665435
5666,24,19,973.1052631578947,1383.916330553368
11457,41,19,153431.6,226225.39509216536
12124,60,19,0.14236842105263156,0.27797239744192626
5995,39,19,40.826842105263154,106.19110390198624
1883,52,19,314.94736842105266,482.30329763969826
11457,24,19,5230.932526315789,6972.6818993717525
14922,73,18,15272,9458.319394997072
27962,39,18,127388.88888888889,38326.28759725699
3538,67,18,44.72222222222222,43.18925477934369
8298,67,18,609.8611111111111,1236.3009504786125
5407,39,18,1196.7777777777778,1793.093340681143
3664,41,18,42794.444444444445,49493.56268156072
11854,22,18,2812.222222222222,1383.665845802196
3626,24,18,2753.1111111111113,3830.23703776047
7922,58,18,46048.333333333336,67796.77591891815
26237,39,18,374500,83151.96930921118
17153,63,18,4.443666666666666,6.657589553784963
5086,39,18,5160.566666666667,7208.22822875204
3626,41,18,136905.55555555556,181775.81574939506
14922,4,18,6001.666666666667,4623.910382157317
7922,4,18,11050,11449.745266453165
5412,52,18,220.55555555555554,531.8436719168751
3468,67,18,29.247222222222224,60.19766438857496
14922,67,18,23855.11111111111,14243.962841572522
11854,73,18,4763.333333333333,2372.385110202623
17377,52,18,286.1111111111111,296.61270836805375
11933,4,18,101.1277777777778,149.4699107793775
15085,22,18,142815.27777777778,86207.96016468649
8943,52,18,470.94444444444446,829.8233059729057
14516,22,18,3709.5555555555557,2378.437657656392
4231,60,17,9951.35294117647,7680.504884914613
13138,39,17,43773.82352941176,20008.392910256713
4706,41,17,21264.71176470588,20787.177284251953
13995,39,17,34.25235294117647,33.72399347111991
3674,52,17,924.4117647058823,1636.5895334622123
9829,60,17,1792.1176470588234,1026.8970326040164
27962,52,17,104058.82352941176,54048.421197200885
4391,63,17,169.9882352941176,608.0586058077673
17473,67,17,82.64117647058823,292.0551238436364
3598,67,17,30.401176470588233,87.96452111554127
16636,63,17,25.558823529411768,30.279580749749872
14516,73,17,2507.4117647058824,1341.2801198338814
17729,39,17,18426.8,44311.593013221864
8298,39,17,6946.941176470588,8511.460664515733
4129,58,17,0.3005882352941176,0.5175561417484983
4783,86,17,387.7647058823529,305.9026237627155
16699,60,17,2723.235294117647,3387.0418905242504
11511,66,17,391111.76470588235,254289.6724380495
16544,24,17,298942.8823529412,654746.0307361108
11485,67,17,52.154117647058825,142.5223674523457
5196,24,17,77.6470588235294,117.7499550025994
9209,60,17,15222.969411764707,11795.715027411923
7032,39,17,12.941176470588236,14.535152473897423
17160,63,17,18.194117647058825,27.871627373670655
3254,60,17,3441.8823529411766,2031.0722141520093
4550,52,17,175.11764705882354,266.43256123939
4566,41,17,68158.82352941176,167876.73019150805
15670,22,17,6.209411764705882,4.260765563063874
5137,4,17,18672.29411764706,10462.305199618553
18251,73,17,116.3529411764706,67.31745790215422
4210,22,17,68545.29411764706,43866.09693382365
16195,60,17,3362.8823529411766,1776.2711068366502
20161,39,16,265.125,459.47454703715636
4784,52,16,4755,7418.991676771177
18076,22,16,812116.875,153449.62902035436
12159,60,16,1078.75,577.5516751772087
11469,52,16,4910.5,7391.792196416238
17640,60,16,2009.375,618.7951877438932
10470,39,16,2070,3046.0260996912025
4784,60,16,4338.600000000001,12748.212020269744
26237,52,16,364000,92503.37831668637
4706,24,16,9296.625,31213.13449870703
11293,39,16,29.3625,44.64780054773135
11933,22,16,111.08125,282.8569364951786
17782,60,16,4071.4375,1718.1067330331227
4563,22,16,40.225,64.60978544307356
12109,52,16,3149.4375,6113.068480402763
4863,52,16,81.725,102.66174737944023
4784,67,16,1153.86125,4096.2960137511345
15250,52,16,5786.9375,9053.700192937347
11338,60,16,4354.3125,1724.411773574905
13070,39,16,19.57125,44.16029776210188
17106,60,16,3708.5,3337.532321940868
14098,41,16,52393.75,67280.01624507458
18015,39,16,15.399999999999999,10.548459603183774
4084,60,16,10768.3125,19993.13410498323
12474,63,16,4.145625,4.809571146097644
13660,66,16,321194.75,191401.9219167809
7013,39,16,15.20625,20.452367489791982
9249,60,16,2785.125,1324.1978173124287
12654,67,16,228.6875,691.7404425387821
3480,67,16,1542.625,5391.375773805328
12607,24,16,2462.6875,6403.510323630606
11823,60,16,3737.3125,1089.914831463335
8460,22,16,131591.875,81774.50269022964
14625,39,15,2431.6,2911.2042365087796
21587,39,15,9.793333333333335,8.881851658797782
3713,73,15,986.2,985.0498599901766
12550,63,15,197380,158771.89591780194
11933,73,15,1422.8,1147.575542901933
4726,60,15,11398.453333333333,41319.72751923495
4610,52,15,128.5,270.12484767850094
12474,73,15,2.1296666666666666,2.6528767195044867
17789,63,15,0.6209333333333333,1.0507820241240438
21370,39,15,6.1866666666666665,6.236010120439368
10201,4,15,201.53333333333333,222.00596588580427
15818,24,15,1705.2666666666667,3183.8273920271217
21211,39,15,10.946666666666667,11.607863235276719
